WorkCellID,RmsVoltage(V),RmsCurrent(A),Power(W),NominalPower,Load
6,234.472,2.218,209.821,20.982,2
6,234.504,2.223,210.494,21.049,2
6,234.502,2.226,210.806,21.081,2
6,234.453,2.226,210.659,21.066,2
6,234.38,2.223,210.333,21.033,2
6,234.333,2.223,210.272,21.027,2
6,234.342,2.223,210.409,21.041,2
6,234.381,2.222,210.325,21.032,2
6,234.422,2.222,210.277,21.028,2
6,234.421,2.225,210.629,21.063,2
6,234.378,2.224,210.514,21.051,2
6,234.35,2.225,210.42,21.042,2
6,234.376,2.227,210.941,21.094,2
6,234.445,2.225,210.779,21.078,2
6,234.504,2.224,210.657,21.066,2
6,234.531,2.226,210.547,21.055,2
6,234.521,2.224,210.437,21.044,2
6,234.511,2.226,210.564,21.056,2
6,234.542,2.225,210.451,21.045,2
6,234.581,2.223,210.37,21.037,2
6,234.599,2.224,210.51,21.051,2
6,234.571,2.222,210.418,21.042,2
6,234.525,2.222,210.353,21.035,2
6,234.534,2.22,210.474,21.047,2
6,234.566,2.219,210.399,21.04,2
6,234.578,2.219,210.337,21.034,2
6,234.542,2.219,210.266,21.027,2
6,234.467,2.218,210.219,21.022,2
6,234.421,2.218,210.17,21.017,2
6,234.422,2.218,210.542,21.054,2
6,234.448,2.217,210.248,21.025,2
6,234.484,2.215,210.204,21.02,2
6,234.513,2.214,209.972,20.997,2
6,234.522,2.218,210.391,21.039,2
6,234.523,2.222,210.918,21.092,2
6,234.528,2.227,211.346,21.135,2
6,234.508,2.227,211.284,21.128,2
6,234.48,2.225,211.048,21.105,2
6,234.466,2.22,210.454,21.045,2
6,234.464,2.216,209.97,20.997,2
6,234.454,2.212,209.576,20.958,2
6,234.455,2.209,209.255,20.925,2
6,234.454,2.206,208.994,20.899,2
6,234.458,2.204,208.791,20.879,2
6,234.437,2.206,209.027,20.903,2
6,234.427,2.203,208.808,20.881,2
6,234.422,2.201,208.64,20.864,2
6,234.421,2.198,208.287,20.829,2
6,234.421,2.197,208.205,20.82,2
6,234.425,2.2,208.334,20.833,2
6,234.427,2.201,208.635,20.863,2
6,234.444,2.203,208.89,20.889,2
6,234.472,2.206,209.294,20.929,2
6,234.525,2.211,210.045,21.004,2
6,234.575,2.214,210.224,21.022,2
6,234.621,2.214,210.164,21.016,2
6,234.674,2.212,209.919,20.992,2
6,234.698,2.211,209.926,20.993,2
6,234.695,2.212,209.952,20.995,2
6,234.692,2.215,210.365,21.037,2
6,234.662,2.215,210.289,21.029,2
6,234.652,2.213,210.227,21.023,2
6,234.697,2.214,210.403,21.04,2
6,234.779,2.216,210.536,21.054,2
6,234.841,2.214,210.254,21.025,2
6,234.834,2.216,210.229,21.023,2
6,234.786,2.22,210.59,21.059,2
6,234.733,2.219,210.679,21.068,2
6,234.719,2.216,210.37,21.037,2
6,234.766,2.217,210.324,21.032,2
6,234.825,2.217,210.265,21.026,2
6,234.828,2.218,210.208,21.021,2
6,234.795,2.219,210.573,21.057,2
6,234.769,2.219,210.458,21.046,2
6,234.794,2.219,210.581,21.058,2
6,234.326,2.28,218.098,21.81,3
6,234.386,2.279,218.008,21.801,3
6,234.453,2.281,218.142,21.814,3
6,234.52,2.285,218.446,21.845,3
6,234.57,2.29,219.095,21.91,3
6,234.593,2.293,219.614,21.961,3
6,234.619,2.294,219.624,21.962,3
6,234.606,2.292,219.437,21.944,3
6,234.621,2.287,219.099,21.91,3
6,234.613,2.283,218.618,21.862,3
6,234.595,2.28,218.422,21.842,3
6,234.574,2.278,218.066,21.807,3
6,234.55,2.276,217.972,21.797,3
6,234.55,2.274,217.7,21.77,3
6,234.566,2.273,217.479,21.748,3
6,234.581,2.271,217.288,21.729,3
6,234.578,2.27,217.122,21.712,3
6,234.564,2.271,217.214,21.721,3
6,234.537,2.27,217.083,21.708,3
6,234.485,2.271,216.986,21.699,3
6,234.433,2.274,217.102,21.71,3
6,234.372,2.275,217.373,21.737,3
6,234.316,2.276,217.603,21.76,3
6,234.249,2.279,218.008,21.801,3
6,234.201,2.281,218.347,21.835,3
6,234.172,2.284,218.603,21.86,3
6,234.128,2.289,219.017,21.902,3
6,234.094,2.293,219.55,21.955,3
6,234.092,2.296,219.994,21.999,3
6,234.089,2.292,219.748,21.975,3
6,234.086,2.289,219.363,21.936,3
6,234.103,2.287,219.05,21.905,3
6,234.144,2.284,218.578,21.858,3
6,234.192,2.284,218.399,21.84,3
6,234.266,2.285,218.634,21.863,3
6,234.332,2.288,219.043,21.904,3
6,234.374,2.29,219.375,21.938,3
6,234.384,2.288,219.039,21.904,3
6,234.369,2.284,218.569,21.857,3
6,234.349,2.281,218.372,21.837,3
6,234.324,2.283,218.428,21.843,3
6,234.305,2.287,218.874,21.887,3
6,234.303,2.288,219.207,21.921,3
6,234.365,2.286,218.902,21.89,3
6,234.453,2.284,218.653,21.865,3
6,234.523,2.283,218.44,21.844,3
6,234.557,2.287,218.884,21.888,3
6,234.519,2.29,219.237,21.924,3
6,234.483,2.288,218.925,21.893,3
6,234.448,2.285,218.672,21.867,3
6,234.406,2.282,218.487,21.849,3
6,234.392,2.283,218.541,21.854,3
6,234.369,2.288,218.967,21.897,3
6,234.361,2.289,219.294,21.929,3
6,234.399,2.288,218.972,21.897,3
6,234.44,2.287,218.917,21.892,3
6,234.474,2.29,219.087,21.909,3
6,234.491,2.294,219.411,21.941,3
6,234.486,2.292,219.068,21.907,3
6,234.447,2.289,218.778,21.878,3
6,234.345,2.287,218.357,21.836,3
6,234.236,2.289,218.425,21.843,3
6,234.158,2.292,218.872,21.887,3
6,234.133,2.298,219.432,21.943,3
6,234.148,2.296,219.28,21.928,3
6,234.15,2.294,218.766,21.877,3
6,234.164,2.293,218.738,21.874,3
6,234.157,2.295,218.941,21.894,3
6,234.124,2.298,219.324,21.932,3
6,234.093,2.302,219.604,21.96,3
6,234.098,2.301,219.616,21.962,3
6,234.104,2.294,219.225,21.922,3
6,234.105,2.288,218.504,21.85,3
6,234.091,2.284,218.319,21.832,3
6,234.075,2.281,217.983,21.798,3
6,234.055,2.279,217.904,21.79,3
6,234.026,2.277,217.84,21.784,3
6,234.003,2.275,217.788,21.779,3
6,233.984,2.276,217.745,21.774,3
6,233.96,2.275,217.907,21.791,3
6,233.931,2.275,217.853,21.785,3
6,233.943,2.274,217.808,21.781,3
6,233.952,2.273,217.783,21.778,3
6,233.968,2.273,217.742,21.774,3
6,234.004,2.272,217.708,21.771,3
6,234.029,2.271,217.67,21.767,3
6,234.051,2.27,217.454,21.745,3
6,234.067,2.267,217.062,21.706,3
6,234.082,2.265,216.959,21.696,3
6,234.078,2.264,216.679,21.668,3
6,234.076,2.263,216.647,21.665,3
6,234.082,2.263,216.621,21.662,3
6,234.105,2.264,216.795,21.679,3
6,234.131,2.264,216.741,21.674,3
6,234.132,2.265,216.698,21.67,3
6,234.136,2.266,217.064,21.706,3
6,234.15,2.266,216.961,21.696,3
6,234.166,2.265,216.876,21.688,3
6,234.196,2.265,216.807,21.681,3
6,234.205,2.266,216.947,21.695,3
6,234.229,2.267,217.277,21.728,3
6,234.376,2.31,222.463,22.246,4
6,234.4,2.311,222.357,22.236,4
6,234.418,2.307,221.858,22.186,4
6,234.425,2.304,221.452,22.145,4
6,234.442,2.301,221.132,22.113,4
6,234.431,2.298,220.891,22.089,4
6,234.403,2.299,221.098,22.11,4
6,234.37,2.299,221.049,22.105,4
6,234.339,2.299,221.031,22.103,4
6,234.319,2.3,220.995,22.099,4
6,234.318,2.3,220.965,22.096,4
6,234.316,2.299,220.961,22.096,4
6,234.344,2.3,220.743,22.074,4
6,234.384,2.299,220.554,22.055,4
6,234.412,2.299,220.411,22.041,4
6,234.445,2.3,220.304,22.03,4
6,234.471,2.301,220.217,22.022,4
6,234.496,2.303,220.126,22.013,4
6,234.518,2.305,220.257,22.026,4
6,234.541,2.31,220.982,22.098,4
6,234.571,2.315,221.573,22.157,4
6,234.593,2.32,222.239,22.224,4
6,234.601,2.325,222.782,22.278,4
6,234.597,2.327,223.019,22.302,4
6,234.587,2.328,223.026,22.303,4
6,234.58,2.328,223.227,22.323,4
6,234.596,2.326,222.979,22.298,4
6,234.617,2.324,222.973,22.297,4
6,234.636,2.322,222.751,22.275,4
6,234.655,2.318,222.582,22.258,4
6,234.678,2.312,222.052,22.205,4
6,234.686,2.307,221.631,22.163,4
6,234.697,2.303,221.298,22.13,4
6,234.707,2.3,220.81,22.081,4
6,234.718,2.296,220.609,22.061,4
6,234.734,2.294,220.456,22.046,4
6,234.756,2.291,220.124,22.012,4
6,234.752,2.29,220.061,22.006,4
6,234.74,2.292,220.215,22.021,4
6,234.742,2.295,220.33,22.033,4
6,234.734,2.297,220.64,22.064,4
6,234.728,2.3,220.893,22.089,4
6,234.73,2.304,221.5,22.15,4
6,234.734,2.31,221.799,22.18,4
6,234.723,2.316,222.64,22.264,4
6,234.709,2.32,222.697,22.27,4
6,234.686,2.316,222.331,22.233,4
6,234.632,2.311,221.848,22.185,4
6,234.581,2.309,221.661,22.166,4
6,234.54,2.31,221.909,22.191,4
6,234.5,2.311,222.317,22.232,4
6,234.483,2.315,222.649,22.265,4
6,234.506,2.313,222.499,22.25,4
6,234.545,2.31,221.974,22.197,4
6,234.6,2.308,221.763,22.176,4
6,234.645,2.307,221.611,22.161,4
6,234.674,2.307,221.684,22.168,4
6,234.699,2.309,222.134,22.213,4
6,234.714,2.314,222.511,22.251,4
6,234.722,2.322,223.199,22.32,4
6,234.719,2.328,223.966,22.397,4
6,234.696,2.331,224.188,22.419,4
6,234.652,2.331,224.153,22.415,4
6,234.625,2.326,223.734,22.373,4
6,234.608,2.322,223.197,22.32,4
6,234.583,2.316,222.563,22.256,4
6,234.571,2.312,222.048,22.205,4
6,234.547,2.307,221.431,22.143,4
6,234.514,2.304,221.126,22.113,4
6,234.486,2.302,220.876,22.088,4
6,234.468,2.301,220.869,22.087,4
6,234.439,2.3,220.667,22.067,4
6,234.398,2.298,220.493,22.049,4
6,234.362,2.296,220.361,22.036,4
6,234.336,2.295,220.264,22.026,4
6,234.309,2.294,220.184,22.018,4
6,234.272,2.294,219.914,21.991,4
6,234.236,2.294,219.889,21.989,4
6,234.211,2.294,219.674,21.967,4
6,234.183,2.295,219.694,21.969,4
6,234.161,2.299,220.534,22.053,4
6,234.166,2.309,221.61,22.161,4
6,234.205,2.314,222.074,22.207,4
6,234.264,2.317,222.452,22.245,4
6,234.337,2.316,222.564,22.256,4
6,234.394,2.312,222.244,22.224,4
6,234.439,2.307,221.766,22.177,4
6,234.472,2.303,221.388,22.139,4
6,234.486,2.303,221.491,22.149,4
6,234.475,2.306,221.761,22.176,4
6,234.461,2.308,222.176,22.218,4
6,234.417,2.31,222.731,22.273,4
6,234.382,2.311,222.78,22.278,4
6,234.359,2.309,222.615,22.262,4
6,234.341,2.307,222.491,22.249,4
6,234.332,2.303,221.978,22.198,4
6,234.306,2.301,221.766,22.177,4
6,234.291,2.299,221.398,22.14,4
6,234.288,2.297,221.294,22.129,4
6,234.272,2.296,221.023,22.102,4
6,234.269,2.296,220.988,22.099,4
5,241.252,1.823,184.172,18.417,0
5,241.27,1.823,184.156,18.416,0
5,241.29,1.824,184.153,18.415,0
5,241.295,1.824,184.14,18.414,0
5,241.275,1.825,184.13,18.413,0
5,241.248,1.826,184.122,18.412,0
5,241.242,1.825,184.104,18.41,0
5,241.24,1.824,184.09,18.409,0
5,241.233,1.824,184.285,18.428,0
5,241.229,1.825,184.237,18.424,0
5,241.247,1.826,184.6,18.46,0
5,241.286,1.828,184.711,18.471,0
5,241.347,1.829,184.584,18.458,0
5,241.407,1.83,184.883,18.488,0
5,241.459,1.831,184.94,18.494,0
5,241.49,1.831,184.988,18.499,0
5,241.477,1.831,184.809,18.481,0
5,241.433,1.831,184.861,18.486,0
5,241.365,1.83,184.913,18.491,0
5,241.301,1.83,184.965,18.496,0
5,241.259,1.83,184.791,18.479,0
5,241.243,1.83,184.835,18.483,0
5,241.258,1.829,184.871,18.487,0
5,241.283,1.829,184.911,18.491,0
5,241.309,1.829,184.943,18.494,0
5,241.302,1.829,184.97,18.497,0
5,241.26,1.829,185.002,18.5,0
5,241.21,1.829,184.821,18.482,0
5,241.16,1.827,184.87,18.487,0
5,241.124,1.826,184.714,18.471,0
5,241.121,1.825,184.793,18.479,0
5,241.124,1.824,184.662,18.466,0
5,241.16,1.824,184.534,18.453,0
5,241.23,1.824,184.431,18.443,0
5,241.283,1.823,184.357,18.436,0
5,241.324,1.823,184.296,18.43,0
5,241.33,1.824,184.236,18.424,0
5,241.299,1.822,184.188,18.419,0
5,241.267,1.822,184.364,18.436,0
5,241.237,1.821,184.107,18.411,0
5,241.232,1.821,184.288,18.429,0
5,241.243,1.82,184.044,18.404,0
5,241.287,1.82,184.042,18.404,0
5,241.345,1.819,183.844,18.384,0
5,241.378,1.818,183.672,18.367,0
5,241.39,1.817,183.739,18.374,0
5,241.373,1.817,183.597,18.36,0
5,241.328,1.816,183.471,18.347,0
5,241.288,1.815,183.585,18.358,0
5,241.281,1.815,183.483,18.348,0
5,241.294,1.814,183.399,18.34,0
5,241.327,1.814,183.331,18.333,0
5,241.373,1.814,183.059,18.306,0
5,241.421,1.814,183.033,18.303,0
5,241.445,1.814,183.012,18.301,0
5,241.457,1.814,183.211,18.321,0
5,241.441,1.812,183.178,18.318,0
5,241.414,1.813,183.14,18.314,0
5,241.376,1.812,183.099,18.31,0
5,241.354,1.811,183.065,18.306,0
5,241.334,1.811,183.255,18.326,0
5,241.334,1.811,182.997,18.3,0
5,241.344,1.81,182.972,18.297,0
5,241.382,1.809,183.179,18.318,0
5,241.45,1.809,183.152,18.315,0
5,241.503,1.809,183.315,18.332,0
5,241.529,1.809,183.252,18.325,0
5,241.562,1.81,183.397,18.34,0
5,241.59,1.809,183.308,18.331,0
5,241.604,1.81,183.432,18.343,0
5,241.607,1.809,183.347,18.335,0
5,241.623,1.809,183.267,18.327,0
5,241.616,1.808,183.409,18.341,0
5,241.613,1.808,183.328,18.333,0
5,241.595,1.807,183.273,18.327,0
5,241.593,1.807,183.218,18.322,0
5,241.601,1.807,183.162,18.316,0
5,241.617,1.807,183.127,18.313,0
5,241.658,1.807,183.11,18.311,0
5,241.711,1.807,182.879,18.288,0
5,241.766,1.807,182.886,18.289,0
5,241.775,1.806,182.913,18.291,0
5,241.729,1.805,182.719,18.272,0
5,241.643,1.803,182.56,18.256,0
5,241.567,1.803,182.627,18.263,0
5,241.486,1.802,182.485,18.248,0
5,241.434,1.802,182.576,18.258,0
5,241.416,1.801,182.444,18.244,0
5,241.435,1.802,182.542,18.254,0
5,241.493,1.803,182.417,18.242,0
5,241.552,1.804,182.5,18.25,0
5,241.581,1.804,182.382,18.238,0
5,241.575,1.805,182.492,18.249,0
5,241.54,1.805,182.376,18.238,0
5,241.476,1.804,182.281,18.228,0
5,241.413,1.802,182.204,18.22,0
5,241.353,1.802,182.347,18.235,0
5,241.299,1.801,182.257,18.226,0
5,241.259,1.802,182.39,18.239,0
5,241.24,1.802,182.293,18.229,0
5,241.23,1.801,182.213,18.221,0
5,241.367,1.815,183.744,18.374,1
5,241.391,1.815,183.601,18.36,1
5,241.435,1.815,183.671,18.367,1
5,241.48,1.815,183.737,18.374,1
5,241.53,1.816,183.781,18.378,1
5,241.59,1.817,184.023,18.402,1
5,241.647,1.817,184.035,18.404,1
5,241.692,1.817,184.033,18.403,1
5,241.702,1.818,184.043,18.404,1
5,241.658,1.817,183.855,18.386,1
5,241.596,1.817,183.692,18.369,1
5,241.521,1.817,183.548,18.355,1
5,241.451,1.817,183.431,18.343,1
5,241.396,1.817,183.532,18.353,1
5,241.386,1.817,183.635,18.363,1
5,241.379,1.817,183.708,18.371,1
5,241.381,1.819,183.778,18.378,1
5,241.383,1.819,183.618,18.362,1
5,241.406,1.819,183.684,18.368,1
5,241.438,1.817,183.542,18.354,1
5,241.467,1.818,183.643,18.364,1
5,241.497,1.818,183.509,18.351,1
5,241.528,1.818,183.595,18.36,1
5,241.564,1.817,183.686,18.369,1
5,241.605,1.817,183.544,18.354,1
5,241.658,1.819,183.83,18.383,1
5,241.711,1.82,183.661,18.366,1
5,241.755,1.821,183.719,18.372,1
5,241.806,1.822,183.57,18.357,1
5,241.83,1.821,183.656,18.366,1
5,241.859,1.82,183.53,18.353,1
5,241.87,1.82,183.633,18.363,1
5,241.851,1.821,183.521,18.352,1
5,241.844,1.824,183.626,18.363,1
5,241.842,1.824,183.495,18.349,1
5,241.842,1.825,183.594,18.359,1
5,241.832,1.825,183.49,18.349,1
5,241.814,1.823,183.405,18.341,1
5,241.784,1.822,183.336,18.334,1
5,241.751,1.821,183.475,18.348,1
5,241.704,1.821,183.393,18.339,1
5,241.653,1.82,183.326,18.333,1
5,241.617,1.82,183.25,18.325,1
5,241.597,1.819,183.385,18.338,1
5,241.59,1.818,183.308,18.331,1
5,241.611,1.817,183.236,18.324,1
5,241.652,1.815,183.177,18.318,1
5,241.691,1.814,183.139,18.314,1
5,241.709,1.814,183.098,18.31,1
5,241.69,1.814,183.272,18.327,1
5,241.664,1.814,183.216,18.322,1
5,241.66,1.813,183.151,18.315,1
5,241.676,1.813,183.098,18.31,1
5,241.709,1.811,183.055,18.305,1
5,241.708,1.81,183.051,18.305,1
5,241.671,1.81,182.831,18.283,1
5,241.652,1.809,183.054,18.305,1
5,241.653,1.808,183.05,18.305,1
5,241.672,1.808,183.047,18.305,1
5,241.725,1.809,183.033,18.303,1
5,241.77,1.81,183.012,18.301,1
5,241.77,1.81,182.994,18.299,1
5,241.737,1.81,182.785,18.279,1
5,241.685,1.809,182.8,18.28,1
5,241.617,1.808,182.843,18.284,1
5,241.554,1.808,182.662,18.266,1
5,241.519,1.809,182.709,18.271,1
5,241.494,1.81,182.758,18.276,1
5,241.485,1.812,182.593,18.259,1
5,241.486,1.813,182.643,18.264,1
5,241.518,1.813,182.684,18.268,1
5,241.57,1.811,182.728,18.273,1
5,241.6,1.81,182.568,18.257,1
5,241.629,1.811,182.654,18.265,1
5,241.655,1.812,182.508,18.251,1
5,241.684,1.812,182.594,18.259,1
5,241.7,1.812,182.459,18.246,1
5,241.719,1.813,182.534,18.253,1
5,241.768,1.814,182.801,18.28,1
5,241.803,1.814,182.823,18.282,1
5,241.818,1.814,182.645,18.265,1
5,241.83,1.814,182.686,18.269,1
5,241.828,1.814,182.534,18.253,1
5,241.824,1.814,182.605,18.261,1
5,241.808,1.814,182.663,18.266,1
5,241.777,1.814,182.711,18.271,1
5,241.738,1.815,182.749,18.275,1
5,241.697,1.815,182.78,18.278,1
5,241.662,1.815,182.796,18.28,1
5,241.617,1.815,182.819,18.282,1
5,241.578,1.814,182.848,18.285,1
5,241.526,1.814,182.882,18.288,1
5,241.478,1.812,182.91,18.291,1
5,241.474,1.812,182.911,18.291,1
5,241.474,1.813,183.119,18.312,1
5,241.489,1.812,183.092,18.309,1
5,241.502,1.812,183.05,18.305,1
5,241.511,1.81,183.016,18.302,1
5,241.521,1.808,182.998,18.3,1
5,241.521,1.807,182.993,18.299,1
5,241.524,1.806,183.001,18.3,1
5,241.62,1.884,193.463,19.346,2
5,241.596,1.885,193.505,19.35,2
5,241.612,1.884,193.55,19.355,2
5,241.66,1.884,193.597,19.36,2
5,241.702,1.884,193.428,19.343,2
5,241.732,1.884,193.693,19.369,2
5,241.711,1.885,193.713,19.371,2
5,241.657,1.887,193.719,19.372,2
5,241.604,1.889,193.93,19.393,2
5,241.544,1.891,194.102,19.41,2
5,241.493,1.892,194.036,19.404,2
5,241.485,1.893,193.971,19.397,2
5,241.513,1.893,193.919,19.392,2
5,241.561,1.894,193.876,19.388,2
5,241.622,1.895,194.058,19.406,2
5,241.656,1.895,194.01,19.401,2
5,241.655,1.895,193.95,19.395,2
5,241.653,1.897,194.314,19.431,2
5,241.63,1.896,194.414,19.441,2
5,241.604,1.894,194.279,19.428,2
5,241.597,1.893,194.386,19.439,2
5,241.603,1.892,194.288,19.429,2
5,241.636,1.89,193.991,19.399,2
5,241.668,1.891,194.151,19.415,2
5,241.705,1.892,194.096,19.41,2
5,241.727,1.893,194.031,19.403,2
5,241.733,1.894,194.184,19.418,2
5,241.722,1.895,194.113,19.411,2
5,241.705,1.896,194.045,19.404,2
5,241.674,1.896,193.99,19.399,2
5,241.642,1.896,193.955,19.396,2
5,241.613,1.895,193.916,19.392,2
5,241.584,1.894,193.885,19.389,2
5,241.572,1.893,194.065,19.406,2
5,241.561,1.892,194.016,19.402,2
5,241.554,1.892,194.172,19.417,2
5,241.554,1.894,194.082,19.408,2
5,241.575,1.893,194.009,19.401,2
5,241.58,1.892,193.971,19.397,2
5,241.582,1.894,193.733,19.373,2
5,241.571,1.893,193.529,19.353,2
5,241.538,1.892,193.558,19.356,2
5,241.514,1.893,193.799,19.38,2
5,241.502,1.892,193.789,19.379,2
5,241.48,1.891,193.987,19.399,2
5,241.493,1.891,193.932,19.393,2
5,241.52,1.891,193.886,19.389,2
5,241.574,1.889,193.86,19.386,2
5,241.636,1.888,193.85,19.385,2
5,241.672,1.887,193.851,19.385,2
5,241.686,1.887,193.635,19.364,2
5,241.671,1.887,193.861,19.386,2
5,241.635,1.887,193.85,19.385,2
5,241.596,1.889,194.037,19.404,2
5,241.559,1.889,194.188,19.419,2
5,241.522,1.889,193.91,19.391,2
5,241.5,1.89,193.89,19.389,2
5,241.513,1.89,193.863,19.386,2
5,241.539,1.891,193.852,19.385,2
5,241.591,1.892,194.038,19.404,2
5,241.633,1.892,193.994,19.399,2
5,241.672,1.892,194.154,19.415,2
5,241.702,1.894,194.098,19.41,2
5,241.744,1.894,194.239,19.424,2
5,241.789,1.895,194.168,19.417,2
5,241.819,1.894,193.893,19.389,2
5,241.814,1.894,194.071,19.407,2
5,241.808,1.893,194.031,19.403,2
5,241.786,1.893,193.989,19.399,2
5,241.799,1.894,194.149,19.415,2
5,241.816,1.895,194.095,19.409,2
5,241.833,1.896,194.236,19.424,2
5,241.861,1.896,194.145,19.415,2
5,241.895,1.895,194.071,19.407,2
5,241.913,1.894,193.814,19.381,2
5,241.941,1.893,193.802,19.38,2
5,241.958,1.893,193.792,19.379,2
5,241.978,1.893,193.793,19.379,2
5,241.989,1.892,193.774,19.377,2
5,241.992,1.892,193.974,19.397,2
5,241.985,1.892,193.942,19.394,2
5,241.98,1.891,193.906,19.391,2
5,241.973,1.89,193.876,19.388,2
5,241.957,1.889,193.667,19.367,2
5,241.94,1.889,193.692,19.369,2
5,241.928,1.889,193.712,19.371,2
5,241.904,1.889,193.739,19.374,2
5,241.885,1.89,193.74,19.374,2
5,241.857,1.89,193.947,19.395,2
5,241.838,1.89,193.899,19.39,2
5,241.802,1.888,193.871,19.387,2
5,241.736,1.886,193.652,19.365,2
5,241.68,1.885,193.463,19.346,2
5,241.655,1.884,193.516,19.352,2
5,241.661,1.884,193.352,19.335,2
5,241.711,1.886,193.631,19.363,2
5,241.744,1.887,193.663,19.366,2
5,241.726,1.888,193.689,19.369,2
5,241.667,1.888,193.699,19.37,2
5,241.6,1.887,193.718,19.372,2
5,241.556,1.886,193.538,19.354,2
5,241.55,1.908,196.36,19.636,3
5,241.491,1.905,195.875,19.587,3
5,241.436,1.902,195.481,19.548,3
5,241.431,1.899,195.365,19.537,3
5,241.465,1.898,195.075,19.508,3
5,241.518,1.897,194.828,19.483,3
5,241.586,1.897,194.833,19.483,3
5,241.623,1.896,194.621,19.462,3
5,241.598,1.893,194.458,19.446,3
5,241.557,1.889,193.924,19.392,3
5,241.517,1.887,193.685,19.369,3
5,241.525,1.886,193.5,19.35,3
5,241.579,1.885,193.339,19.334,3
5,241.652,1.885,193.425,19.343,3
5,241.687,1.884,193.288,19.329,3
5,241.67,1.885,193.384,19.338,3
5,241.627,1.884,193.44,19.344,3
5,241.593,1.882,193.291,19.329,3
5,241.59,1.88,192.973,19.297,3
5,241.601,1.88,192.91,19.291,3
5,241.635,1.881,192.869,19.287,3
5,241.683,1.882,192.826,19.283,3
5,241.718,1.883,192.79,19.279,3
5,241.751,1.885,192.957,19.296,3
5,241.769,1.888,193.309,19.331,3
5,241.761,1.889,193.4,19.34,3
5,241.735,1.888,193.279,19.328,3
5,241.703,1.887,192.974,19.297,3
5,241.675,1.886,192.911,19.291,3
5,241.647,1.886,193.076,19.308,3
5,241.612,1.887,193.004,19.3,3
5,241.574,1.886,193.152,19.315,3
5,241.539,1.887,193.066,19.307,3
5,241.512,1.887,193.398,19.34,3
5,241.496,1.886,193.473,19.347,3
5,241.487,1.885,193.121,19.312,3
5,241.49,1.884,193.031,19.303,3
5,241.482,1.883,192.958,19.296,3
5,241.47,1.884,192.907,19.291,3
5,241.456,1.884,193.063,19.306,3
5,241.432,1.885,192.993,19.299,3
5,241.427,1.886,193.133,19.313,3
5,241.425,1.887,193.453,19.345,3
5,241.418,1.887,193.311,19.331,3
5,241.422,1.885,193.206,19.321,3
5,241.426,1.885,192.914,19.291,3
5,241.432,1.884,192.873,19.287,3
5,241.438,1.884,192.85,19.285,3
5,241.447,1.885,192.819,19.282,3
5,241.447,1.886,192.991,19.299,3
5,241.442,1.886,193.142,19.314,3
5,241.424,1.887,193.274,19.327,3
5,241.405,1.887,193.155,19.316,3
5,241.38,1.885,193.07,19.307,3
5,241.344,1.884,192.803,19.28,3
5,241.32,1.884,192.783,19.278,3
5,241.3,1.885,192.776,19.278,3
5,241.282,1.887,192.77,19.277,3
5,241.282,1.889,192.962,19.296,3
5,241.278,1.891,192.922,19.292,3
5,241.301,1.893,193.075,19.308,3
5,241.336,1.894,193.004,19.3,3
5,241.375,1.893,192.75,19.275,3
5,241.404,1.893,192.543,19.254,3
5,241.413,1.893,192.571,19.257,3
5,241.396,1.894,192.387,19.239,3
5,241.361,1.896,192.649,19.265,3
5,241.311,1.895,192.677,19.268,3
5,241.293,1.895,192.69,19.269,3
5,241.287,1.895,192.886,19.289,3
5,241.286,1.892,192.86,19.286,3
5,241.294,1.89,192.643,19.264,3
5,241.302,1.888,192.456,19.246,3
5,241.307,1.888,192.52,19.252,3
5,241.33,1.887,192.356,19.236,3
5,241.326,1.885,192.408,19.241,3
5,241.338,1.885,192.459,19.246,3
5,241.342,1.885,192.513,19.251,3
5,241.34,1.885,192.535,19.253,3
5,241.333,1.884,192.348,19.235,3
5,241.32,1.882,192.216,19.222,3
5,241.297,1.88,192.108,19.211,3
5,241.288,1.88,192.031,19.203,3
5,241.277,1.881,191.947,19.195,3
5,241.266,1.881,192.085,19.209,3
5,241.257,1.881,191.991,19.199,3
5,241.25,1.883,192.327,19.233,3
5,241.25,1.883,192.405,19.241,3
5,241.262,1.882,192.056,19.206,3
5,241.306,1.881,191.978,19.198,3
5,241.359,1.881,191.914,19.191,3
5,241.428,1.882,191.873,19.187,3
5,241.502,1.883,191.829,19.183,3
5,241.548,1.883,191.989,19.199,3
5,241.562,1.882,191.913,19.191,3
5,241.535,1.883,192.263,19.226,3
5,241.518,1.882,192.136,19.214,3
5,241.497,1.88,192.033,19.203,3
5,241.476,1.88,191.753,19.175,3
5,241.451,1.879,191.711,19.171,3
5,241.434,1.88,191.697,19.17,3
5,241.221,1.892,193.065,19.306,4
5,241.196,1.89,193.006,19.301,4
5,241.169,1.89,192.958,19.296,4
5,241.152,1.89,192.918,19.292,4
5,241.165,1.89,192.886,19.289,4
5,241.208,1.89,192.644,19.264,4
5,241.253,1.888,192.436,19.244,4
5,241.298,1.886,192.082,19.208,4
5,241.338,1.884,191.979,19.198,4
5,241.339,1.881,191.709,19.171,4
5,241.315,1.879,191.294,19.129,4
5,241.275,1.877,191.151,19.115,4
5,241.238,1.876,191.035,19.104,4
5,241.215,1.876,190.941,19.094,4
5,241.204,1.876,190.864,19.086,4
5,241.221,1.877,191.017,19.102,4
