RMS Current (A),RMS Voltage (V),PF,Power(KW),Power (W),%Power/Nominal_Power,Label,Class,Time
2.274,237.419,0.436,0.242,241.72,24.172,3,2,"04/30/2021, 17:38:04"
2.274,237.455,0.435,0.242,241.841,24.184,3,2,"04/30/2021, 17:38:05"
2.273,237.487,0.436,0.242,241.759,24.176,3,2,"04/30/2021, 17:38:06"
2.272,237.496,0.436,0.242,241.714,24.171,3,2,"04/30/2021, 17:38:07"
2.272,237.473,0.436,0.242,241.694,24.169,3,2,"04/30/2021, 17:38:08"
2.272,237.45,0.436,0.242,241.642,24.164,3,2,"04/30/2021, 17:38:09"
2.272,237.411,0.436,0.242,241.635,24.163,3,2,"04/30/2021, 17:38:10"
2.271,237.361,0.436,0.241,241.533,24.153,3,2,"04/30/2021, 17:38:11"
2.269,237.306,0.436,0.241,241.471,24.147,3,2,"04/30/2021, 17:38:12"
2.269,237.259,0.436,0.241,241.415,24.142,3,2,"04/30/2021, 17:38:13"
2.268,237.222,0.436,0.241,241.352,24.135,3,2,"04/30/2021, 17:38:14"
2.268,237.194,0.436,0.241,241.324,24.132,3,2,"04/30/2021, 17:38:15"
2.267,237.162,0.436,0.241,241.377,24.138,3,2,"04/30/2021, 17:38:16"
2.267,237.12,0.436,0.241,241.381,24.138,3,2,"04/30/2021, 17:38:17"
2.266,237.058,0.436,0.241,241.325,24.132,3,2,"04/30/2021, 17:38:18"
2.266,237.01,0.436,0.241,241.198,24.12,3,2,"04/30/2021, 17:38:19"
2.265,236.962,0.436,0.241,241.176,24.118,3,2,"04/30/2021, 17:38:20"
2.265,236.921,0.436,0.241,241.018,24.102,3,2,"04/30/2021, 17:38:21"
2.264,236.896,0.436,0.241,240.926,24.093,3,2,"04/30/2021, 17:38:22"
2.264,236.873,0.436,0.241,240.811,24.081,3,2,"04/30/2021, 17:38:23"
2.262,236.865,0.436,0.241,240.676,24.068,3,2,"04/30/2021, 17:38:24"
2.261,236.862,0.436,0.241,240.574,24.057,3,2,"04/30/2021, 17:38:25"
2.261,236.876,0.436,0.241,240.571,24.057,3,2,"04/30/2021, 17:38:26"
2.262,236.903,0.436,0.24,240.562,24.056,3,2,"04/30/2021, 17:38:27"
2.263,236.969,0.436,0.241,240.537,24.054,3,2,"04/30/2021, 17:38:28"
2.263,237.012,0.436,0.241,240.596,24.06,3,2,"04/30/2021, 17:38:29"
2.263,236.998,0.436,0.241,240.547,24.055,3,2,"04/30/2021, 17:38:30"
2.265,236.942,0.436,0.241,240.507,24.051,3,2,"04/30/2021, 17:38:31"
2.267,236.869,0.435,0.24,240.554,24.055,3,2,"04/30/2021, 17:38:32"
2.268,236.842,0.435,0.241,240.592,24.059,3,2,"04/30/2021, 17:38:33"
2.27,236.871,0.435,0.241,240.581,24.058,3,2,"04/30/2021, 17:38:34"
2.27,236.925,0.435,0.241,240.614,24.061,3,2,"04/30/2021, 17:38:35"
2.272,236.95,0.435,0.241,240.579,24.058,3,2,"04/30/2021, 17:38:36"
2.273,236.929,0.435,0.241,240.793,24.079,3,2,"04/30/2021, 17:38:37"
2.276,236.875,0.434,0.241,240.787,24.079,3,2,"04/30/2021, 17:38:38"
2.279,236.872,0.434,0.241,240.821,24.082,3,2,"04/30/2021, 17:38:39"
2.281,236.927,0.434,0.241,240.869,24.087,3,2,"04/30/2021, 17:38:40"
2.282,236.996,0.434,0.241,241.031,24.103,3,2,"04/30/2021, 17:38:41"
2.279,237.059,0.434,0.241,241.198,24.12,3,2,"04/30/2021, 17:38:42"
2.277,237.097,0.435,0.241,241.274,24.127,3,2,"04/30/2021, 17:38:43"
2.275,237.108,0.435,0.241,241.359,24.136,3,2,"04/30/2021, 17:38:44"
2.273,237.131,0.435,0.241,241.307,24.131,3,2,"04/30/2021, 17:38:45"
2.272,237.167,0.435,0.241,241.323,24.132,3,2,"04/30/2021, 17:38:46"
2.272,237.202,0.435,0.241,241.337,24.134,3,2,"04/30/2021, 17:38:47"
2.271,237.247,0.436,0.241,241.349,24.135,3,2,"04/30/2021, 17:38:48"
2.27,237.3,0.436,0.241,241.321,24.132,3,2,"04/30/2021, 17:38:49"
2.27,237.331,0.436,0.241,241.375,24.137,3,2,"04/30/2021, 17:38:50"
2.27,237.339,0.436,0.241,241.379,24.138,3,2,"04/30/2021, 17:38:51"
2.269,237.322,0.436,0.241,241.346,24.135,3,2,"04/30/2021, 17:38:52"
2.267,237.291,0.437,0.241,241.357,24.136,3,2,"04/30/2021, 17:38:53"
2.265,237.272,0.437,0.241,241.345,24.134,3,2,"04/30/2021, 17:38:54"
2.264,237.262,0.437,0.241,241.318,24.132,3,2,"04/30/2021, 17:38:55"
2.264,237.241,0.437,0.241,241.291,24.129,3,2,"04/30/2021, 17:38:56"
2.264,237.236,0.437,0.241,241.313,24.131,3,2,"04/30/2021, 17:38:57"
2.264,237.239,0.437,0.241,241.33,24.133,3,2,"04/30/2021, 17:38:58"
2.263,237.248,0.437,0.241,241.387,24.139,3,2,"04/30/2021, 17:38:59"
2.263,237.267,0.437,0.242,241.411,24.141,3,2,"04/30/2021, 17:39:00"
2.263,237.28,0.437,0.242,241.547,24.155,3,2,"04/30/2021, 17:39:01"
2.263,237.284,0.437,0.242,241.585,24.159,3,2,"04/30/2021, 17:39:02"
2.265,237.295,0.437,0.242,241.688,24.169,3,2,"04/30/2021, 17:39:03"
2.264,237.301,0.437,0.242,241.7,24.17,3,2,"04/30/2021, 17:39:04"
2.264,237.316,0.437,0.242,241.782,24.178,3,2,"04/30/2021, 17:39:05"
2.265,237.341,0.437,0.242,241.777,24.178,3,2,"04/30/2021, 17:39:06"
2.264,237.376,0.438,0.242,241.909,24.191,3,2,"04/30/2021, 17:39:07"
2.265,237.425,0.438,0.242,242.016,24.202,3,2,"04/30/2021, 17:39:08"
2.266,237.475,0.437,0.242,242.039,24.204,3,2,"04/30/2021, 17:39:09"
2.267,237.536,0.437,0.242,241.987,24.199,3,2,"04/30/2021, 17:39:10"
2.267,237.58,0.437,0.242,242.079,24.208,3,2,"04/30/2021, 17:39:11"
2.266,237.624,0.437,0.242,242.029,24.203,3,2,"04/30/2021, 17:39:12"
2.266,237.645,0.437,0.242,242.016,24.202,3,2,"04/30/2021, 17:39:13"
2.265,237.653,0.437,0.242,241.923,24.192,3,2,"04/30/2021, 17:39:14"
2.265,237.641,0.437,0.242,241.902,24.19,3,2,"04/30/2021, 17:39:15"
2.264,237.621,0.438,0.242,241.934,24.193,3,2,"04/30/2021, 17:39:16"
2.265,237.586,0.437,0.242,241.874,24.187,3,2,"04/30/2021, 17:39:17"
2.265,237.543,0.437,0.242,241.825,24.182,3,2,"04/30/2021, 17:39:18"
2.264,237.496,0.437,0.242,241.746,24.175,3,2,"04/30/2021, 17:39:19"
2.264,237.46,0.438,0.242,241.807,24.181,3,2,"04/30/2021, 17:39:20"
2.264,237.431,0.437,0.242,241.77,24.177,3,2,"04/30/2021, 17:39:21"
2.264,237.402,0.438,0.242,241.866,24.187,3,2,"04/30/2021, 17:39:22"
2.265,237.375,0.437,0.242,241.856,24.186,3,2,"04/30/2021, 17:39:23"
2.264,237.364,0.438,0.242,241.897,24.19,3,2,"04/30/2021, 17:39:24"
2.265,237.353,0.437,0.242,241.984,24.198,3,2,"04/30/2021, 17:39:25"
2.264,237.371,0.438,0.242,241.897,24.19,3,2,"04/30/2021, 17:39:26"
2.264,237.397,0.437,0.242,241.985,24.198,3,2,"04/30/2021, 17:39:27"
2.264,237.423,0.438,0.242,241.898,24.19,3,2,"04/30/2021, 17:39:28"
2.264,237.451,0.437,0.242,241.823,24.182,3,2,"04/30/2021, 17:39:29"
2.264,237.483,0.438,0.242,241.729,24.173,3,2,"04/30/2021, 17:39:30"
2.265,237.514,0.438,0.242,241.869,24.187,3,2,"04/30/2021, 17:39:31"
2.266,237.535,0.437,0.242,241.821,24.182,3,2,"04/30/2021, 17:39:32"
2.266,237.543,0.437,0.242,241.782,24.178,3,2,"04/30/2021, 17:39:33"
2.268,237.538,0.437,0.242,241.814,24.181,3,2,"04/30/2021, 17:39:34"
2.267,237.526,0.437,0.242,241.759,24.176,3,2,"04/30/2021, 17:39:35"
2.267,237.489,0.437,0.242,241.872,24.187,3,2,"04/30/2021, 17:39:36"
2.266,237.446,0.437,0.242,241.843,24.184,3,2,"04/30/2021, 17:39:37"
2.266,237.394,0.437,0.242,241.86,24.186,3,2,"04/30/2021, 17:39:38"
2.264,237.33,0.437,0.242,241.714,24.171,3,2,"04/30/2021, 17:39:39"
2.264,237.267,0.438,0.242,241.76,24.176,3,2,"04/30/2021, 17:39:40"
2.264,237.222,0.437,0.242,241.756,24.176,3,2,"04/30/2021, 17:39:41"
2.264,237.198,0.438,0.242,241.847,24.185,3,2,"04/30/2021, 17:39:42"
2.263,237.18,0.438,0.242,241.841,24.184,3,2,"04/30/2021, 17:39:43"
2.262,237.171,0.438,0.242,241.758,24.176,3,2,"04/30/2021, 17:39:44"
2.263,237.186,0.437,0.242,241.796,24.18,3,2,"04/30/2021, 17:39:45"
2.266,237.177,0.437,0.242,241.722,24.172,3,2,"04/30/2021, 17:39:46"
2.271,237.19,0.436,0.242,241.684,24.168,3,2,"04/30/2021, 17:39:47"
2.273,237.213,0.436,0.242,241.707,24.171,3,2,"04/30/2021, 17:39:48"
2.274,237.24,0.436,0.242,241.613,24.161,3,2,"04/30/2021, 17:39:49"
2.274,237.236,0.435,0.241,241.553,24.155,3,2,"04/30/2021, 17:39:50"
2.274,237.197,0.435,0.241,241.445,24.145,3,2,"04/30/2021, 17:39:51"
2.275,237.178,0.435,0.241,241.481,24.148,3,2,"04/30/2021, 17:39:52"
2.274,237.139,0.435,0.241,241.466,24.147,3,2,"04/30/2021, 17:39:53"
2.272,237.128,0.436,0.242,241.475,24.148,3,2,"04/30/2021, 17:39:54"
2.269,237.115,0.436,0.242,241.5,24.15,3,2,"04/30/2021, 17:39:55"
2.267,237.101,0.437,0.242,241.582,24.158,3,2,"04/30/2021, 17:39:56"
2.265,237.098,0.437,0.242,241.55,24.155,3,2,"04/30/2021, 17:39:57"
2.264,237.087,0.437,0.242,241.588,24.159,3,2,"04/30/2021, 17:39:58"
2.262,237.078,0.438,0.242,241.592,24.159,3,2,"04/30/2021, 17:39:59"
2.26,237.065,0.437,0.241,241.536,24.154,3,2,"04/30/2021, 17:40:00"
2.259,237.042,0.438,0.242,241.495,24.15,3,2,"04/30/2021, 17:40:01"
2.259,237.028,0.438,0.242,241.516,24.152,3,2,"04/30/2021, 17:40:02"
2.259,237.02,0.438,0.242,241.595,24.16,3,2,"04/30/2021, 17:40:03"
2.259,237.01,0.438,0.242,241.499,24.15,3,2,"04/30/2021, 17:40:04"
2.258,237.013,0.438,0.241,241.584,24.158,3,2,"04/30/2021, 17:40:05"
2.257,237.026,0.438,0.241,241.508,24.151,3,2,"04/30/2021, 17:40:06"
2.258,237.045,0.438,0.241,241.489,24.149,3,2,"04/30/2021, 17:40:07"
2.258,237.064,0.438,0.241,241.475,24.148,3,2,"04/30/2021, 17:40:08"
2.258,237.094,0.438,0.241,241.401,24.14,3,2,"04/30/2021, 17:40:09"
2.26,237.132,0.438,0.241,241.462,24.146,3,2,"04/30/2021, 17:40:10"
2.26,237.18,0.438,0.241,241.453,24.145,3,2,"04/30/2021, 17:40:11"
2.26,237.222,0.438,0.241,241.444,24.144,3,2,"04/30/2021, 17:40:12"
2.261,237.245,0.438,0.241,241.438,24.144,3,2,"04/30/2021, 17:40:13"
2.261,237.246,0.438,0.241,241.371,24.137,3,2,"04/30/2021, 17:40:14"
2.261,237.238,0.438,0.241,241.339,24.134,3,2,"04/30/2021, 17:40:15"
2.261,237.208,0.438,0.241,241.352,24.135,3,2,"04/30/2021, 17:40:16"
2.262,237.166,0.437,0.241,241.341,24.134,3,2,"04/30/2021, 17:40:17"
2.262,237.116,0.438,0.241,241.272,24.127,3,2,"04/30/2021, 17:40:18"
2.262,237.069,0.438,0.241,241.236,24.124,3,2,"04/30/2021, 17:40:19"
2.261,237.033,0.437,0.241,241.165,24.116,3,2,"04/30/2021, 17:40:20"
2.259,237.004,0.437,0.241,241.053,24.105,3,2,"04/30/2021, 17:40:21"
2.258,236.997,0.437,0.241,240.954,24.095,3,2,"04/30/2021, 17:40:22"
2.257,237.015,0.438,0.241,240.918,24.092,3,2,"04/30/2021, 17:40:23"
2.258,237.061,0.438,0.241,240.948,24.095,3,2,"04/30/2021, 17:40:24"
2.258,237.103,0.438,0.241,240.93,24.093,3,2,"04/30/2021, 17:40:25"
2.259,237.116,0.438,0.241,240.92,24.092,3,2,"04/30/2021, 17:40:26"
2.258,237.091,0.437,0.241,240.95,24.095,3,2,"04/30/2021, 17:40:27"
2.258,237.055,0.438,0.241,241.018,24.102,3,2,"04/30/2021, 17:40:28"
2.257,237.034,0.438,0.241,241.128,24.113,3,2,"04/30/2021, 17:40:29"
2.257,237.044,0.438,0.241,241.18,24.118,3,2,"04/30/2021, 17:40:30"
2.258,237.085,0.438,0.241,241.201,24.12,3,2,"04/30/2021, 17:40:31"
2.259,237.145,0.438,0.241,241.097,24.11,3,2,"04/30/2021, 17:40:32"
2.26,237.179,0.437,0.241,241.094,24.109,3,2,"04/30/2021, 17:40:33"
2.263,237.155,0.437,0.241,241.071,24.107,3,2,"04/30/2021, 17:40:34"
2.266,237.119,0.437,0.241,241.134,24.113,3,2,"04/30/2021, 17:40:35"
2.268,237.055,0.436,0.241,241.123,24.112,3,2,"04/30/2021, 17:40:36"
2.269,237.005,0.436,0.241,241.116,24.112,3,2,"04/30/2021, 17:40:37"
2.266,236.966,0.436,0.241,241.131,24.113,3,2,"04/30/2021, 17:40:38"
2.263,236.924,0.437,0.241,241.202,24.12,3,2,"04/30/2021, 17:40:39"
2.262,236.893,0.438,0.241,241.278,24.128,3,2,"04/30/2021, 17:40:40"
2.26,236.914,0.438,0.241,241.281,24.128,3,2,"04/30/2021, 17:40:41"
2.259,236.945,0.438,0.241,241.161,24.116,3,2,"04/30/2021, 17:40:42"
2.258,236.993,0.438,0.241,241.147,24.115,3,2,"04/30/2021, 17:40:43"
2.258,237.065,0.438,0.241,241.114,24.111,3,2,"04/30/2021, 17:40:44"
2.257,237.131,0.438,0.241,241.211,24.121,3,2,"04/30/2021, 17:40:45"
2.258,237.188,0.438,0.241,241.267,24.127,3,2,"04/30/2021, 17:40:46"
2.26,237.225,0.438,0.241,241.309,24.131,3,2,"04/30/2021, 17:40:47"
2.26,237.227,0.438,0.241,241.247,24.125,3,2,"04/30/2021, 17:40:48"
2.264,237.215,0.437,0.241,241.319,24.132,3,2,"04/30/2021, 17:40:49"
2.267,237.194,0.436,0.241,241.334,24.133,3,2,"04/30/2021, 17:40:50"
2.267,237.167,0.436,0.241,241.346,24.135,3,2,"04/30/2021, 17:40:51"
2.273,237.134,0.436,0.241,241.377,24.138,3,2,"04/30/2021, 17:40:52"
2.278,237.093,0.435,0.241,241.42,24.142,3,2,"04/30/2021, 17:40:53"
2.283,237.054,0.434,0.241,241.455,24.146,3,2,"04/30/2021, 17:40:54"
2.287,237.013,0.433,0.242,241.571,24.157,3,2,"04/30/2021, 17:40:55"
2.29,236.979,0.432,0.242,241.615,24.162,3,2,"04/30/2021, 17:40:56"
2.292,236.945,0.432,0.242,241.7,24.17,3,2,"04/30/2021, 17:40:57"
2.293,236.927,0.432,0.242,241.683,24.168,3,2,"04/30/2021, 17:40:58"
2.294,236.916,0.431,0.241,241.611,24.161,3,2,"04/30/2021, 17:40:59"
2.295,236.908,0.432,0.242,241.556,24.156,3,2,"04/30/2021, 17:41:00"
2.296,236.908,0.431,0.242,241.566,24.157,3,2,"04/30/2021, 17:41:01"
2.296,236.912,0.431,0.241,241.515,24.151,3,2,"04/30/2021, 17:41:02"
2.296,236.92,0.431,0.241,241.415,24.142,3,2,"04/30/2021, 17:41:03"
2.296,236.926,0.431,0.241,241.352,24.135,3,2,"04/30/2021, 17:41:04"
2.293,236.929,0.431,0.241,241.36,24.136,3,2,"04/30/2021, 17:41:05"
2.29,236.931,0.432,0.241,241.368,24.137,3,2,"04/30/2021, 17:41:06"
2.29,236.939,0.432,0.242,241.499,24.15,3,2,"04/30/2021, 17:41:07"
2.287,236.945,0.433,0.242,241.682,24.168,3,2,"04/30/2021, 17:41:08"
2.284,236.949,0.433,0.242,241.706,24.171,3,2,"04/30/2021, 17:41:09"
2.282,236.947,0.434,0.242,241.71,24.171,3,2,"04/30/2021, 17:41:10"
2.281,236.947,0.434,0.242,241.593,24.159,3,2,"04/30/2021, 17:41:11"
2.279,236.954,0.434,0.242,241.661,24.166,3,2,"04/30/2021, 17:41:12"
2.28,236.933,0.434,0.242,241.57,24.157,3,2,"04/30/2021, 17:41:13"
2.28,236.905,0.434,0.241,241.42,24.142,3,2,"04/30/2021, 17:41:14"
2.281,236.906,0.434,0.241,241.337,24.134,3,2,"04/30/2021, 17:41:15"
2.282,236.93,0.434,0.241,241.288,24.129,3,2,"04/30/2021, 17:41:16"
2.281,236.975,0.434,0.241,241.272,24.127,3,2,"04/30/2021, 17:41:17"
2.28,237.035,0.434,0.241,241.297,24.13,3,2,"04/30/2021, 17:41:18"
2.279,237.11,0.434,0.241,241.417,24.142,3,2,"04/30/2021, 17:41:19"
2.278,237.17,0.435,0.241,241.415,24.142,3,2,"04/30/2021, 17:41:20"
2.278,237.205,0.435,0.242,241.478,24.148,3,2,"04/30/2021, 17:41:21"
2.278,237.215,0.435,0.242,241.54,24.154,3,2,"04/30/2021, 17:41:22"
2.275,237.189,0.435,0.242,241.477,24.148,3,2,"04/30/2021, 17:41:23"
2.275,237.153,0.435,0.242,241.464,24.146,3,2,"04/30/2021, 17:41:24"
2.273,237.111,0.435,0.242,241.553,24.155,3,2,"04/30/2021, 17:41:25"
2.273,237.074,0.435,0.241,241.526,24.153,3,2,"04/30/2021, 17:41:26"
2.273,237.048,0.435,0.241,241.547,24.155,3,2,"04/30/2021, 17:41:27"
2.273,237.043,0.436,0.242,241.541,24.154,3,2,"04/30/2021, 17:41:28"
2.275,237.063,0.435,0.242,241.591,24.159,3,2,"04/30/2021, 17:41:29"
2.276,237.098,0.435,0.242,241.518,24.152,3,2,"04/30/2021, 17:41:30"
2.278,237.139,0.435,0.242,241.535,24.154,3,2,"04/30/2021, 17:41:31"
2.278,237.185,0.435,0.242,241.571,24.157,3,2,"04/30/2021, 17:41:32"
2.278,237.23,0.435,0.242,241.605,24.16,3,2,"04/30/2021, 17:41:33"
2.281,237.262,0.435,0.242,241.705,24.171,3,2,"04/30/2021, 17:41:34"
2.285,237.259,0.434,0.242,241.588,24.159,3,2,"04/30/2021, 17:41:35"
2.287,237.254,0.434,0.242,241.553,24.155,3,2,"04/30/2021, 17:41:36"
2.285,237.235,0.434,0.242,241.524,24.152,3,2,"04/30/2021, 17:41:37"
2.282,237.202,0.434,0.242,241.464,24.146,3,2,"04/30/2021, 17:41:38"
2.28,237.201,0.434,0.242,241.454,24.145,3,2,"04/30/2021, 17:41:39"
2.276,237.189,0.435,0.242,241.446,24.145,3,2,"04/30/2021, 17:41:40"
2.274,237.175,0.435,0.242,241.439,24.144,3,2,"04/30/2021, 17:41:41"
2.271,237.15,0.435,0.241,241.412,24.141,3,2,"04/30/2021, 17:41:42"
2.27,237.116,0.436,0.241,241.33,24.133,3,2,"04/30/2021, 17:41:43"
2.271,237.099,0.436,0.241,241.283,24.128,3,2,"04/30/2021, 17:41:44"
2.27,237.132,0.436,0.241,241.304,24.13,3,2,"04/30/2021, 17:41:45"
2.273,237.179,0.435,0.241,241.383,24.138,3,2,"04/30/2021, 17:41:46"
2.272,237.231,0.436,0.241,241.327,24.133,3,2,"04/30/2021, 17:41:47"
2.27,237.27,0.436,0.241,241.303,24.13,3,2,"04/30/2021, 17:41:48"
2.271,237.307,0.436,0.241,241.323,24.132,3,2,"04/30/2021, 17:41:49"
2.272,237.339,0.436,0.242,241.501,24.15,3,2,"04/30/2021, 17:41:50"
2.273,237.378,0.436,0.242,241.558,24.156,3,2,"04/30/2021, 17:41:51"
2.274,237.394,0.436,0.242,241.633,24.163,3,2,"04/30/2021, 17:41:52"
2.274,237.386,0.436,0.242,241.611,24.161,3,2,"04/30/2021, 17:41:53"
2.274,237.354,0.436,0.242,241.611,24.161,3,2,"04/30/2021, 17:41:54"
2.274,237.322,0.436,0.242,241.635,24.163,3,2,"04/30/2021, 17:41:55"
2.273,237.287,0.436,0.242,241.632,24.163,3,2,"04/30/2021, 17:41:56"
2.274,237.247,0.435,0.242,241.529,24.153,3,2,"04/30/2021, 17:41:57"
2.272,237.204,0.436,0.242,241.468,24.147,3,2,"04/30/2021, 17:41:58"
2.272,237.152,0.436,0.242,241.457,24.146,3,2,"04/30/2021, 17:41:59"
2.271,237.099,0.436,0.242,241.547,24.155,3,2,"04/30/2021, 17:42:00"
2.269,237.039,0.436,0.241,241.564,24.156,3,2,"04/30/2021, 17:42:01"
2.269,236.977,0.436,0.241,241.533,24.153,3,2,"04/30/2021, 17:42:02"
2.269,236.932,0.436,0.241,241.508,24.151,3,2,"04/30/2021, 17:42:03"
2.269,236.891,0.436,0.241,241.445,24.145,3,2,"04/30/2021, 17:42:04"
2.268,236.86,0.436,0.241,241.439,24.144,3,2,"04/30/2021, 17:42:05"
2.268,236.851,0.436,0.241,241.433,24.143,3,2,"04/30/2021, 17:42:06"
2.268,236.837,0.436,0.241,241.367,24.137,3,2,"04/30/2021, 17:42:07"
2.269,236.842,0.436,0.241,241.336,24.134,3,2,"04/30/2021, 17:42:08"
2.271,236.858,0.436,0.241,241.387,24.139,3,2,"04/30/2021, 17:42:09"
2.27,236.884,0.436,0.241,241.451,24.145,3,2,"04/30/2021, 17:42:10"
2.27,236.915,0.437,0.242,241.507,24.151,3,2,"04/30/2021, 17:42:11"
2.271,236.952,0.436,0.242,241.563,24.156,3,2,"04/30/2021, 17:42:12"
2.271,236.993,0.436,0.241,241.474,24.147,3,2,"04/30/2021, 17:42:13"
2.272,237.027,0.436,0.241,241.423,24.142,3,2,"04/30/2021, 17:42:14"
2.273,237.074,0.436,0.242,241.44,24.144,3,2,"04/30/2021, 17:42:15"
2.272,237.103,0.436,0.242,241.508,24.151,3,2,"04/30/2021, 17:42:16"
2.273,237.114,0.436,0.242,241.488,24.149,3,2,"04/30/2021, 17:42:17"
2.273,237.114,0.436,0.241,241.471,24.147,3,2,"04/30/2021, 17:42:18"
2.273,237.095,0.436,0.241,241.421,24.142,3,2,"04/30/2021, 17:42:19"
2.273,237.074,0.436,0.241,241.397,24.14,3,2,"04/30/2021, 17:42:20"
2.271,237.038,0.436,0.241,241.318,24.132,3,2,"04/30/2021, 17:42:21"
2.273,236.989,0.436,0.241,241.335,24.134,3,2,"04/30/2021, 17:42:22"
2.271,236.947,0.436,0.241,241.349,24.135,3,2,"04/30/2021, 17:42:23"
2.27,236.923,0.436,0.241,241.36,24.136,3,2,"04/30/2021, 17:42:24"
2.269,236.917,0.436,0.241,241.411,24.141,3,2,"04/30/2021, 17:42:25"
2.27,236.928,0.436,0.242,241.431,24.143,3,2,"04/30/2021, 17:42:26"
2.273,236.965,0.436,0.242,241.626,24.163,3,2,"04/30/2021, 17:42:27"
2.273,237.009,0.436,0.242,241.623,24.162,3,2,"04/30/2021, 17:42:28"
2.272,237.073,0.436,0.242,241.621,24.162,3,2,"04/30/2021, 17:42:29"
2.272,237.151,0.436,0.242,241.641,24.164,3,2,"04/30/2021, 17:42:30"
2.272,237.211,0.436,0.242,241.64,24.164,3,2,"04/30/2021, 17:42:31"
2.274,237.249,0.436,0.242,241.617,24.162,3,2,"04/30/2021, 17:42:32"
2.274,237.253,0.436,0.242,241.778,24.178,3,2,"04/30/2021, 17:42:33"
2.273,237.239,0.436,0.242,241.784,24.178,3,2,"04/30/2021, 17:42:34"
2.273,237.199,0.436,0.242,241.713,24.171,3,2,"04/30/2021, 17:42:35"
2.272,237.15,0.436,0.242,241.654,24.165,3,2,"04/30/2021, 17:42:36"
2.272,237.102,0.436,0.242,241.711,24.171,3,2,"04/30/2021, 17:42:37"
2.27,237.072,0.436,0.242,241.674,24.167,3,2,"04/30/2021, 17:42:38"
2.268,237.078,0.437,0.242,241.7,24.17,3,2,"04/30/2021, 17:42:39"
2.27,237.112,0.436,0.242,241.748,24.175,3,2,"04/30/2021, 17:42:40"
2.27,237.146,0.436,0.242,241.704,24.17,3,2,"04/30/2021, 17:42:41"
2.271,237.189,0.436,0.242,241.828,24.183,3,2,"04/30/2021, 17:42:42"
2.27,237.231,0.437,0.242,241.77,24.177,3,2,"04/30/2021, 17:42:43"
2.27,237.278,0.437,0.242,241.881,24.188,3,2,"04/30/2021, 17:42:44"
2.268,237.305,0.437,0.242,241.814,24.181,3,2,"04/30/2021, 17:42:45"
2.27,237.3,0.437,0.242,241.812,24.181,3,2,"04/30/2021, 17:42:46"
2.269,237.284,0.437,0.242,241.84,24.184,3,2,"04/30/2021, 17:42:47"
2.267,237.252,0.437,0.242,241.779,24.178,3,2,"04/30/2021, 17:42:48"
2.265,237.206,0.438,0.242,241.785,24.178,3,2,"04/30/2021, 17:42:49"
2.264,237.155,0.438,0.242,241.713,24.171,3,2,"04/30/2021, 17:42:50"
2.263,237.124,0.438,0.242,241.655,24.166,3,2,"04/30/2021, 17:42:51"
2.267,237.114,0.437,0.242,241.733,24.173,3,2,"04/30/2021, 17:42:52"
2.267,237.146,0.437,0.242,241.71,24.171,3,2,"04/30/2021, 17:42:53"
2.267,237.185,0.437,0.242,241.817,24.182,3,2,"04/30/2021, 17:42:54"
2.268,237.237,0.438,0.242,241.941,24.194,3,2,"04/30/2021, 17:42:55"
2.269,237.304,0.437,0.242,242.0,24.2,3,2,"04/30/2021, 17:42:56"
2.269,237.369,0.437,0.242,242.009,24.201,3,2,"04/30/2021, 17:42:57"
2.27,237.405,0.437,0.242,242.021,24.202,3,2,"04/30/2021, 17:42:58"
2.27,237.418,0.437,0.242,242.108,24.211,3,2,"04/30/2021, 17:42:59"
2.268,237.407,0.437,0.242,242.156,24.216,3,2,"04/30/2021, 17:43:00"
2.268,237.37,0.437,0.242,242.037,24.204,3,2,"04/30/2021, 17:43:01"
2.268,237.326,0.437,0.242,241.958,24.196,3,2,"04/30/2021, 17:43:02"
2.268,237.28,0.437,0.242,241.856,24.186,3,2,"04/30/2021, 17:43:03"
2.27,237.243,0.437,0.242,241.936,24.194,3,2,"04/30/2021, 17:43:04"
2.269,237.192,0.437,0.242,241.974,24.197,3,2,"04/30/2021, 17:43:05"
2.27,237.165,0.437,0.242,241.933,24.193,3,2,"04/30/2021, 17:43:06"
2.27,237.14,0.437,0.242,242.036,24.204,3,2,"04/30/2021, 17:43:07"
2.27,237.118,0.437,0.242,242.184,24.218,3,2,"04/30/2021, 17:43:08"
2.269,237.116,0.438,0.242,242.375,24.238,3,2,"04/30/2021, 17:43:09"
2.269,237.113,0.437,0.242,242.375,24.238,3,2,"04/30/2021, 17:43:10"
2.27,237.13,0.437,0.242,242.215,24.222,3,2,"04/30/2021, 17:43:11"
2.269,237.146,0.437,0.242,242.244,24.224,3,2,"04/30/2021, 17:43:12"
2.269,237.168,0.437,0.242,242.109,24.211,3,2,"04/30/2021, 17:43:13"
2.271,237.202,0.437,0.242,242.179,24.218,3,2,"04/30/2021, 17:43:14"
2.27,237.234,0.437,0.242,242.11,24.211,3,2,"04/30/2021, 17:43:15"
2.269,237.277,0.437,0.242,242.104,24.21,3,2,"04/30/2021, 17:43:16"
2.269,237.325,0.438,0.242,242.175,24.218,3,2,"04/30/2021, 17:43:17"
2.268,237.365,0.437,0.242,242.211,24.221,3,2,"04/30/2021, 17:43:18"
2.268,237.406,0.438,0.242,242.082,24.208,3,2,"04/30/2021, 17:43:19"
