RMS Current (A),RMS Voltage (V),PF,Power(KW),Power (W),%Power/Nominal_Power,Label,Class,Time
2.225,237.451,0.433,0.235,235.279,23.528,1,1,"04/30/2021, 17:59:01"
2.227,237.51,0.433,0.235,235.291,23.529,1,1,"04/30/2021, 17:59:02"
2.228,237.56,0.433,0.235,235.302,23.53,1,1,"04/30/2021, 17:59:03"
2.228,237.576,0.433,0.235,235.349,23.535,1,1,"04/30/2021, 17:59:04"
2.228,237.56,0.432,0.235,235.328,23.533,1,1,"04/30/2021, 17:59:05"
2.227,237.524,0.433,0.235,235.31,23.531,1,1,"04/30/2021, 17:59:06"
2.226,237.482,0.433,0.235,235.316,23.532,1,1,"04/30/2021, 17:59:07"
2.226,237.441,0.433,0.235,235.323,23.532,1,1,"04/30/2021, 17:59:08"
2.226,237.412,0.433,0.235,235.323,23.532,1,1,"04/30/2021, 17:59:09"
2.227,237.406,0.432,0.235,235.351,23.535,1,1,"04/30/2021, 17:59:10"
2.228,237.405,0.433,0.235,235.329,23.533,1,1,"04/30/2021, 17:59:11"
2.228,237.429,0.432,0.235,235.289,23.529,1,1,"04/30/2021, 17:59:12"
2.228,237.473,0.432,0.235,235.262,23.526,1,1,"04/30/2021, 17:59:13"
2.227,237.522,0.432,0.235,235.294,23.529,1,1,"04/30/2021, 17:59:14"
2.227,237.566,0.433,0.235,235.285,23.529,1,1,"04/30/2021, 17:59:15"
2.229,237.606,0.432,0.235,235.372,23.537,1,1,"04/30/2021, 17:59:16"
2.23,237.61,0.432,0.236,235.529,23.553,1,1,"04/30/2021, 17:59:17"
2.23,237.611,0.433,0.236,235.571,23.557,1,1,"04/30/2021, 17:59:18"
2.229,237.588,0.433,0.236,235.612,23.561,1,1,"04/30/2021, 17:59:19"
2.23,237.552,0.433,0.236,235.601,23.56,1,1,"04/30/2021, 17:59:20"
2.23,237.52,0.433,0.236,235.634,23.563,1,1,"04/30/2021, 17:59:21"
2.229,237.468,0.433,0.236,235.656,23.566,1,1,"04/30/2021, 17:59:22"
2.228,237.421,0.433,0.236,235.598,23.56,1,1,"04/30/2021, 17:59:23"
2.227,237.391,0.433,0.236,235.552,23.555,1,1,"04/30/2021, 17:59:24"
2.228,237.368,0.433,0.236,235.614,23.561,1,1,"04/30/2021, 17:59:25"
2.228,237.364,0.433,0.236,235.585,23.559,1,1,"04/30/2021, 17:59:26"
2.228,237.375,0.433,0.235,235.558,23.556,1,1,"04/30/2021, 17:59:27"
2.229,237.39,0.432,0.236,235.539,23.554,1,1,"04/30/2021, 17:59:28"
2.23,237.399,0.433,0.236,235.621,23.562,1,1,"04/30/2021, 17:59:29"
2.232,237.405,0.433,0.236,235.609,23.561,1,1,"04/30/2021, 17:59:30"
2.233,237.426,0.432,0.236,235.66,23.566,1,1,"04/30/2021, 17:59:31"
2.231,237.477,0.432,0.236,235.684,23.568,1,1,"04/30/2021, 17:59:32"
2.23,237.515,0.432,0.235,235.578,23.558,1,1,"04/30/2021, 17:59:33"
2.229,237.541,0.432,0.235,235.492,23.549,1,1,"04/30/2021, 17:59:34"
2.228,237.563,0.433,0.235,235.405,23.541,1,1,"04/30/2021, 17:59:35"
2.227,237.586,0.433,0.235,235.455,23.546,1,1,"04/30/2021, 17:59:36"
2.226,237.604,0.433,0.235,235.413,23.541,1,1,"04/30/2021, 17:59:37"
2.225,237.612,0.433,0.235,235.462,23.546,1,1,"04/30/2021, 17:59:38"
2.225,237.609,0.434,0.235,235.419,23.542,1,1,"04/30/2021, 17:59:39"
2.227,237.616,0.433,0.236,235.488,23.549,1,1,"04/30/2021, 17:59:40"
2.228,237.623,0.433,0.236,235.583,23.558,1,1,"04/30/2021, 17:59:41"
2.229,237.626,0.433,0.236,235.578,23.558,1,1,"04/30/2021, 17:59:42"
2.229,237.619,0.433,0.235,235.551,23.555,1,1,"04/30/2021, 17:59:43"
2.229,237.6,0.432,0.235,235.431,23.543,1,1,"04/30/2021, 17:59:44"
2.229,237.599,0.433,0.235,235.397,23.54,1,1,"04/30/2021, 17:59:45"
2.229,237.598,0.433,0.235,235.343,23.534,1,1,"04/30/2021, 17:59:46"
2.228,237.599,0.433,0.235,235.381,23.538,1,1,"04/30/2021, 17:59:47"
2.227,237.604,0.433,0.235,235.374,23.537,1,1,"04/30/2021, 17:59:48"
2.227,237.608,0.433,0.235,235.37,23.537,1,1,"04/30/2021, 17:59:49"
2.228,237.608,0.433,0.235,235.404,23.54,1,1,"04/30/2021, 17:59:50"
2.229,237.61,0.433,0.235,235.432,23.543,1,1,"04/30/2021, 17:59:51"
2.23,237.541,0.433,0.235,235.373,23.537,1,1,"04/30/2021, 17:59:52"
2.233,237.321,0.432,0.235,235.287,23.529,1,1,"04/30/2021, 17:59:53"
2.24,237.061,0.432,0.235,235.218,23.522,1,1,"04/30/2021, 17:59:54"
2.247,236.801,0.43,0.235,235.162,23.516,1,1,"04/30/2021, 17:59:55"
2.242,236.782,0.431,0.235,235.094,23.509,1,1,"04/30/2021, 17:59:56"
2.239,236.877,0.431,0.235,234.859,23.486,1,1,"04/30/2021, 17:59:57"
2.234,236.968,0.432,0.235,234.689,23.469,1,1,"04/30/2021, 17:59:58"
2.231,237.049,0.432,0.235,234.71,23.471,1,1,"04/30/2021, 17:59:59"
2.229,237.119,0.432,0.235,234.671,23.467,1,1,"04/30/2021, 18:00:00"
2.228,237.17,0.433,0.235,234.775,23.478,1,1,"04/30/2021, 18:00:01"
2.227,237.216,0.433,0.235,234.838,23.484,1,1,"04/30/2021, 18:00:02"
2.225,237.25,0.433,0.235,234.894,23.489,1,1,"04/30/2021, 18:00:03"
2.221,237.275,0.434,0.235,234.896,23.49,1,1,"04/30/2021, 18:00:04"
2.217,237.288,0.434,0.235,234.834,23.483,1,1,"04/30/2021, 18:00:05"
2.213,237.297,0.434,0.235,234.647,23.465,1,1,"04/30/2021, 18:00:06"
2.209,237.303,0.435,0.234,234.494,23.449,1,1,"04/30/2021, 18:00:07"
2.206,237.305,0.435,0.234,234.371,23.437,1,1,"04/30/2021, 18:00:08"
2.202,237.294,0.436,0.234,234.269,23.427,1,1,"04/30/2021, 18:00:09"
2.199,237.289,0.436,0.234,234.187,23.419,1,1,"04/30/2021, 18:00:10"
2.196,237.287,0.437,0.234,234.12,23.412,1,1,"04/30/2021, 18:00:11"
2.194,237.293,0.437,0.234,234.066,23.407,1,1,"04/30/2021, 18:00:12"
2.193,237.298,0.437,0.234,234.021,23.402,1,1,"04/30/2021, 18:00:13"
2.193,237.316,0.437,0.234,233.985,23.399,1,1,"04/30/2021, 18:00:14"
2.191,237.344,0.437,0.234,233.956,23.396,1,1,"04/30/2021, 18:00:15"
2.192,237.38,0.437,0.234,233.932,23.393,1,1,"04/30/2021, 18:00:16"
2.192,237.42,0.437,0.234,233.912,23.391,1,1,"04/30/2021, 18:00:17"
2.193,237.452,0.437,0.234,233.896,23.39,1,1,"04/30/2021, 18:00:18"
2.193,237.49,0.437,0.234,233.884,23.388,1,1,"04/30/2021, 18:00:19"
2.193,237.516,0.437,0.234,233.873,23.387,1,1,"04/30/2021, 18:00:20"
2.193,237.539,0.437,0.234,233.822,23.382,1,1,"04/30/2021, 18:00:21"
2.194,237.556,0.436,0.234,233.803,23.38,1,1,"04/30/2021, 18:00:22"
2.197,237.564,0.436,0.234,233.797,23.38,1,1,"04/30/2021, 18:00:23"
2.198,237.571,0.436,0.234,233.879,23.388,1,1,"04/30/2021, 18:00:24"
2.199,237.577,0.436,0.234,233.891,23.389,1,1,"04/30/2021, 18:00:25"
2.201,237.576,0.436,0.234,234.059,23.406,1,1,"04/30/2021, 18:00:26"
2.202,237.57,0.436,0.234,234.142,23.414,1,1,"04/30/2021, 18:00:27"
2.202,237.556,0.436,0.234,234.159,23.416,1,1,"04/30/2021, 18:00:28"
2.203,237.525,0.435,0.234,234.097,23.41,1,1,"04/30/2021, 18:00:29"
2.204,237.495,0.436,0.234,234.111,23.411,1,1,"04/30/2021, 18:00:30"
2.205,237.466,0.435,0.234,234.194,23.419,1,1,"04/30/2021, 18:00:31"
2.205,237.448,0.436,0.234,234.19,23.419,1,1,"04/30/2021, 18:00:32"
2.206,237.45,0.435,0.234,234.258,23.426,1,1,"04/30/2021, 18:00:33"
2.206,237.447,0.435,0.234,234.242,23.424,1,1,"04/30/2021, 18:00:34"
2.205,237.443,0.435,0.234,234.301,23.43,1,1,"04/30/2021, 18:00:35"
2.204,237.436,0.435,0.234,234.213,23.421,1,1,"04/30/2021, 18:00:36"
2.203,237.426,0.435,0.234,234.141,23.414,1,1,"04/30/2021, 18:00:37"
2.204,237.414,0.435,0.234,234.061,23.406,1,1,"04/30/2021, 18:00:38"
2.204,237.411,0.435,0.234,233.837,23.384,1,1,"04/30/2021, 18:00:39"
2.203,237.405,0.435,0.234,233.835,23.384,1,1,"04/30/2021, 18:00:40"
2.203,237.395,0.434,0.234,233.708,23.371,1,1,"04/30/2021, 18:00:41"
2.204,237.386,0.434,0.234,233.654,23.365,1,1,"04/30/2021, 18:00:42"
2.205,237.374,0.434,0.234,233.685,23.369,1,1,"04/30/2021, 18:00:43"
2.205,237.359,0.434,0.234,233.712,23.371,1,1,"04/30/2021, 18:00:44"
2.208,237.349,0.434,0.234,233.733,23.373,1,1,"04/30/2021, 18:00:45"
2.208,237.35,0.434,0.234,233.876,23.388,1,1,"04/30/2021, 18:00:46"
2.207,237.35,0.434,0.234,233.943,23.394,1,1,"04/30/2021, 18:00:47"
2.208,237.353,0.434,0.234,233.921,23.392,1,1,"04/30/2021, 18:00:48"
2.208,237.34,0.434,0.234,234.066,23.407,1,1,"04/30/2021, 18:00:49"
2.209,237.336,0.434,0.234,234.081,23.408,1,1,"04/30/2021, 18:00:50"
2.209,237.342,0.434,0.234,234.214,23.421,1,1,"04/30/2021, 18:00:51"
2.209,237.341,0.434,0.234,234.142,23.414,1,1,"04/30/2021, 18:00:52"
2.209,237.36,0.434,0.234,234.105,23.41,1,1,"04/30/2021, 18:00:53"
2.209,237.387,0.434,0.234,234.233,23.423,1,1,"04/30/2021, 18:00:54"
2.209,237.413,0.434,0.234,234.158,23.416,1,1,"04/30/2021, 18:00:55"
2.209,237.435,0.434,0.234,234.096,23.41,1,1,"04/30/2021, 18:00:56"
2.21,237.468,0.434,0.234,234.068,23.407,1,1,"04/30/2021, 18:00:57"
2.209,237.508,0.434,0.234,234.203,23.42,1,1,"04/30/2021, 18:00:58"
2.21,237.543,0.434,0.234,234.133,23.413,1,1,"04/30/2021, 18:00:59"
2.21,237.556,0.434,0.234,234.076,23.408,1,1,"04/30/2021, 18:01:00"
2.21,237.551,0.434,0.234,234.155,23.416,1,1,"04/30/2021, 18:01:01"
2.209,237.536,0.434,0.234,234.171,23.417,1,1,"04/30/2021, 18:01:02"
2.209,237.517,0.434,0.234,234.07,23.407,1,1,"04/30/2021, 18:01:03"
2.208,237.485,0.434,0.234,234.064,23.406,1,1,"04/30/2021, 18:01:04"
2.208,237.454,0.435,0.234,234.041,23.404,1,1,"04/30/2021, 18:01:05"
2.209,237.439,0.434,0.234,234.182,23.418,1,1,"04/30/2021, 18:01:06"
2.209,237.402,0.434,0.234,234.179,23.418,1,1,"04/30/2021, 18:01:07"
2.21,237.369,0.434,0.234,234.314,23.431,1,1,"04/30/2021, 18:01:08"
2.209,237.344,0.434,0.234,234.359,23.436,1,1,"04/30/2021, 18:01:09"
2.209,237.332,0.434,0.234,234.26,23.426,1,1,"04/30/2021, 18:01:10"
2.209,237.351,0.434,0.234,234.202,23.42,1,1,"04/30/2021, 18:01:11"
2.208,237.382,0.434,0.234,234.312,23.431,1,1,"04/30/2021, 18:01:12"
2.209,237.42,0.434,0.234,234.222,23.422,1,1,"04/30/2021, 18:01:13"
2.21,237.481,0.434,0.234,234.274,23.427,1,1,"04/30/2021, 18:01:14"
2.212,237.525,0.434,0.234,234.331,23.433,1,1,"04/30/2021, 18:01:15"
2.212,237.55,0.434,0.234,234.373,23.437,1,1,"04/30/2021, 18:01:16"
2.212,237.576,0.434,0.234,234.435,23.444,1,1,"04/30/2021, 18:01:17"
2.211,237.604,0.434,0.234,234.359,23.436,1,1,"04/30/2021, 18:01:18"
2.211,237.621,0.434,0.234,234.364,23.436,1,1,"04/30/2021, 18:01:19"
2.212,237.63,0.434,0.234,234.323,23.432,1,1,"04/30/2021, 18:01:20"
2.212,237.626,0.434,0.234,234.29,23.429,1,1,"04/30/2021, 18:01:21"
2.212,237.609,0.434,0.234,234.384,23.438,1,1,"04/30/2021, 18:01:22"
2.213,237.585,0.434,0.234,234.406,23.441,1,1,"04/30/2021, 18:01:23"
2.212,237.555,0.434,0.235,234.438,23.444,1,1,"04/30/2021, 18:01:24"
2.212,237.519,0.434,0.235,234.483,23.448,1,1,"04/30/2021, 18:01:25"
2.212,237.5,0.434,0.235,234.562,23.456,1,1,"04/30/2021, 18:01:26"
2.213,237.456,0.434,0.235,234.606,23.461,1,1,"04/30/2021, 18:01:27"
2.212,237.435,0.434,0.235,234.526,23.453,1,1,"04/30/2021, 18:01:28"
2.213,237.459,0.434,0.235,234.596,23.46,1,1,"04/30/2021, 18:01:29"
2.214,237.504,0.434,0.235,234.653,23.465,1,1,"04/30/2021, 18:01:30"
2.214,237.543,0.434,0.235,234.699,23.47,1,1,"04/30/2021, 18:01:31"
2.215,237.586,0.434,0.235,234.695,23.47,1,1,"04/30/2021, 18:01:32"
2.215,237.625,0.434,0.235,234.714,23.471,1,1,"04/30/2021, 18:01:33"
2.215,237.641,0.434,0.235,234.675,23.468,1,1,"04/30/2021, 18:01:34"
2.214,237.633,0.434,0.235,234.615,23.462,1,1,"04/30/2021, 18:01:35"
2.214,237.613,0.434,0.235,234.671,23.467,1,1,"04/30/2021, 18:01:36"
2.215,237.588,0.434,0.235,234.716,23.472,1,1,"04/30/2021, 18:01:37"
2.216,237.553,0.434,0.235,234.753,23.475,1,1,"04/30/2021, 18:01:38"
2.216,237.505,0.434,0.235,234.783,23.478,1,1,"04/30/2021, 18:01:39"
2.216,237.46,0.434,0.235,234.849,23.485,1,1,"04/30/2021, 18:01:40"
2.215,237.422,0.434,0.235,234.859,23.486,1,1,"04/30/2021, 18:01:41"
2.213,237.399,0.434,0.235,234.804,23.48,1,1,"04/30/2021, 18:01:42"
2.213,237.392,0.434,0.235,234.687,23.469,1,1,"04/30/2021, 18:01:43"
2.213,237.39,0.434,0.235,234.684,23.468,1,1,"04/30/2021, 18:01:44"
2.214,237.393,0.434,0.235,234.705,23.471,1,1,"04/30/2021, 18:01:45"
2.214,237.395,0.434,0.235,234.705,23.471,1,1,"04/30/2021, 18:01:46"
2.214,237.423,0.434,0.235,234.601,23.46,1,1,"04/30/2021, 18:01:47"
2.215,237.449,0.434,0.235,234.637,23.464,1,1,"04/30/2021, 18:01:48"
2.215,237.489,0.434,0.235,234.649,23.465,1,1,"04/30/2021, 18:01:49"
2.215,237.523,0.434,0.235,234.556,23.456,1,1,"04/30/2021, 18:01:50"
2.216,237.546,0.433,0.235,234.6,23.46,1,1,"04/30/2021, 18:01:51"
2.217,237.563,0.434,0.235,234.619,23.462,1,1,"04/30/2021, 18:01:52"
2.216,237.568,0.433,0.234,234.509,23.451,1,1,"04/30/2021, 18:01:53"
2.216,237.561,0.433,0.234,234.383,23.438,1,1,"04/30/2021, 18:01:54"
2.214,237.533,0.433,0.234,234.28,23.428,1,1,"04/30/2021, 18:01:55"
2.213,237.499,0.433,0.234,234.195,23.419,1,1,"04/30/2021, 18:01:56"
2.213,237.465,0.434,0.234,234.228,23.423,1,1,"04/30/2021, 18:01:57"
2.214,237.433,0.433,0.234,234.25,23.425,1,1,"04/30/2021, 18:01:58"
2.214,237.392,0.433,0.234,234.334,23.433,1,1,"04/30/2021, 18:01:59"
2.214,237.344,0.434,0.234,234.299,23.43,1,1,"04/30/2021, 18:02:00"
2.214,237.306,0.433,0.234,234.391,23.439,1,1,"04/30/2021, 18:02:01"
2.214,237.284,0.433,0.234,234.287,23.429,1,1,"04/30/2021, 18:02:02"
2.213,237.281,0.433,0.234,234.201,23.42,1,1,"04/30/2021, 18:02:03"
2.213,237.298,0.434,0.234,234.294,23.429,1,1,"04/30/2021, 18:02:04"
2.213,237.339,0.433,0.234,234.244,23.424,1,1,"04/30/2021, 18:02:05"
2.213,237.398,0.434,0.234,234.231,23.423,1,1,"04/30/2021, 18:02:06"
2.213,237.446,0.434,0.234,234.292,23.429,1,1,"04/30/2021, 18:02:07"
2.213,237.461,0.434,0.234,234.205,23.421,1,1,"04/30/2021, 18:02:08"
2.213,237.45,0.434,0.234,234.135,23.413,1,1,"04/30/2021, 18:02:09"
2.213,237.428,0.434,0.234,234.1,23.41,1,1,"04/30/2021, 18:02:10"
2.213,237.398,0.434,0.234,234.229,23.423,1,1,"04/30/2021, 18:02:11"
2.213,237.358,0.434,0.234,234.154,23.415,1,1,"04/30/2021, 18:02:12"
2.212,237.326,0.434,0.234,234.093,23.409,1,1,"04/30/2021, 18:02:13"
2.21,237.294,0.434,0.234,234.043,23.404,1,1,"04/30/2021, 18:02:14"
2.21,237.256,0.434,0.234,234.067,23.407,1,1,"04/30/2021, 18:02:15"
2.21,237.241,0.434,0.234,234.158,23.416,1,1,"04/30/2021, 18:02:16"
2.209,237.249,0.434,0.234,234.097,23.41,1,1,"04/30/2021, 18:02:17"
2.209,237.281,0.434,0.234,234.047,23.405,1,1,"04/30/2021, 18:02:18"
2.21,237.341,0.434,0.234,234.07,23.407,1,1,"04/30/2021, 18:02:19"
2.21,237.379,0.434,0.234,234.16,23.416,1,1,"04/30/2021, 18:02:20"
2.21,237.373,0.434,0.234,234.162,23.416,1,1,"04/30/2021, 18:02:21"
2.21,237.336,0.434,0.234,234.236,23.424,1,1,"04/30/2021, 18:02:22"
2.208,237.303,0.434,0.234,234.16,23.416,1,1,"04/30/2021, 18:02:23"
2.208,237.295,0.434,0.234,234.261,23.426,1,1,"04/30/2021, 18:02:24"
2.209,237.307,0.434,0.234,234.217,23.422,1,1,"04/30/2021, 18:02:25"
2.209,237.361,0.435,0.234,234.209,23.421,1,1,"04/30/2021, 18:02:26"
2.208,237.406,0.434,0.234,234.231,23.423,1,1,"04/30/2021, 18:02:27"
2.207,237.419,0.435,0.234,234.059,23.406,1,1,"04/30/2021, 18:02:28"
2.207,237.386,0.435,0.234,234.06,23.406,1,1,"04/30/2021, 18:02:29"
2.206,237.331,0.435,0.234,234.116,23.412,1,1,"04/30/2021, 18:02:30"
2.206,237.283,0.434,0.234,234.062,23.406,1,1,"04/30/2021, 18:02:31"
2.206,237.252,0.435,0.234,234.119,23.412,1,1,"04/30/2021, 18:02:32"
2.207,237.252,0.435,0.234,234.162,23.416,1,1,"04/30/2021, 18:02:33"
2.207,237.277,0.434,0.234,234.099,23.41,1,1,"04/30/2021, 18:02:34"
2.208,237.336,0.435,0.234,234.07,23.407,1,1,"04/30/2021, 18:02:35"
2.209,237.395,0.434,0.234,234.205,23.421,1,1,"04/30/2021, 18:02:36"
2.209,237.428,0.434,0.234,234.135,23.413,1,1,"04/30/2021, 18:02:37"
2.209,237.431,0.434,0.234,234.078,23.408,1,1,"04/30/2021, 18:02:38"
2.21,237.401,0.434,0.234,234.031,23.403,1,1,"04/30/2021, 18:02:39"
2.209,237.362,0.434,0.234,233.993,23.399,1,1,"04/30/2021, 18:02:40"
2.208,237.317,0.435,0.234,233.984,23.398,1,1,"04/30/2021, 18:02:41"
2.209,237.276,0.434,0.234,234.135,23.413,1,1,"04/30/2021, 18:02:42"
2.209,237.238,0.435,0.234,234.099,23.41,1,1,"04/30/2021, 18:02:43"
2.208,237.196,0.434,0.234,234.229,23.423,1,1,"04/30/2021, 18:02:44"
2.207,237.161,0.434,0.234,234.154,23.415,1,1,"04/30/2021, 18:02:45"
2.206,237.131,0.435,0.234,234.093,23.409,1,1,"04/30/2021, 18:02:46"
2.207,237.121,0.434,0.234,234.043,23.404,1,1,"04/30/2021, 18:02:47"
2.207,237.116,0.435,0.234,234.067,23.407,1,1,"04/30/2021, 18:02:48"
2.207,237.113,0.435,0.234,234.158,23.416,1,1,"04/30/2021, 18:02:49"
2.208,237.115,0.435,0.234,234.119,23.412,1,1,"04/30/2021, 18:02:50"
2.208,237.116,0.434,0.234,234.244,23.424,1,1,"04/30/2021, 18:02:51"
2.209,237.115,0.435,0.234,234.189,23.419,1,1,"04/30/2021, 18:02:52"
2.209,237.127,0.435,0.234,234.301,23.43,1,1,"04/30/2021, 18:02:53"
2.211,237.206,0.434,0.234,234.339,23.434,1,1,"04/30/2021, 18:02:54"
2.212,237.277,0.434,0.234,234.483,23.448,1,1,"04/30/2021, 18:02:55"
2.213,237.346,0.434,0.235,234.524,23.452,1,1,"04/30/2021, 18:02:56"
2.213,237.399,0.434,0.234,234.471,23.447,1,1,"04/30/2021, 18:02:57"
2.214,237.456,0.434,0.234,234.514,23.451,1,1,"04/30/2021, 18:02:58"
2.214,237.513,0.434,0.235,234.549,23.455,1,1,"04/30/2021, 18:02:59"
2.214,237.57,0.434,0.234,234.491,23.449,1,1,"04/30/2021, 18:03:00"
2.215,237.64,0.434,0.235,234.432,23.443,1,1,"04/30/2021, 18:03:01"
2.215,237.694,0.433,0.234,234.455,23.446,1,1,"04/30/2021, 18:03:02"
2.215,237.73,0.433,0.234,234.501,23.45,1,1,"04/30/2021, 18:03:03"
2.215,237.741,0.434,0.235,234.539,23.454,1,1,"04/30/2021, 18:03:04"
2.214,237.724,0.434,0.235,234.608,23.461,1,1,"04/30/2021, 18:03:05"
2.213,237.701,0.434,0.235,234.604,23.46,1,1,"04/30/2021, 18:03:06"
2.213,237.672,0.434,0.235,234.659,23.466,1,1,"04/30/2021, 18:03:07"
2.212,237.654,0.434,0.235,234.704,23.47,1,1,"04/30/2021, 18:03:08"
2.212,237.635,0.434,0.235,234.677,23.468,1,1,"04/30/2021, 18:03:09"
2.211,237.647,0.434,0.234,234.52,23.452,1,1,"04/30/2021, 18:03:10"
2.21,237.689,0.434,0.235,234.455,23.446,1,1,"04/30/2021, 18:03:11"
2.211,237.737,0.434,0.234,234.474,23.447,1,1,"04/30/2021, 18:03:12"
2.211,237.758,0.434,0.234,234.517,23.452,1,1,"04/30/2021, 18:03:13"
2.211,237.723,0.434,0.235,234.489,23.449,1,1,"04/30/2021, 18:03:14"
2.212,237.672,0.434,0.235,234.524,23.452,1,1,"04/30/2021, 18:03:15"
2.213,237.66,0.434,0.235,234.639,23.464,1,1,"04/30/2021, 18:03:16"
2.212,237.662,0.434,0.235,234.646,23.465,1,1,"04/30/2021, 18:03:17"
2.212,237.691,0.434,0.235,234.637,23.464,1,1,"04/30/2021, 18:03:18"
2.212,237.735,0.434,0.235,234.589,23.459,1,1,"04/30/2021, 18:03:19"
2.212,237.736,0.434,0.235,234.584,23.458,1,1,"04/30/2021, 18:03:20"
2.211,237.693,0.434,0.234,234.443,23.444,1,1,"04/30/2021, 18:03:21"
2.211,237.665,0.434,0.235,234.513,23.451,1,1,"04/30/2021, 18:03:22"
2.211,237.656,0.434,0.235,234.667,23.467,1,1,"04/30/2021, 18:03:23"
2.212,237.691,0.434,0.235,234.711,23.471,1,1,"04/30/2021, 18:03:24"
2.213,237.753,0.434,0.235,234.704,23.47,1,1,"04/30/2021, 18:03:25"
2.214,237.812,0.434,0.235,234.743,23.474,1,1,"04/30/2021, 18:03:26"
2.214,237.817,0.434,0.235,234.817,23.482,1,1,"04/30/2021, 18:03:27"
2.214,237.785,0.433,0.235,234.769,23.477,1,1,"04/30/2021, 18:03:28"
2.215,237.739,0.433,0.235,234.757,23.476,1,1,"04/30/2021, 18:03:29"
2.215,237.71,0.433,0.235,234.784,23.478,1,1,"04/30/2021, 18:03:30"
2.214,237.698,0.433,0.235,234.644,23.464,1,1,"04/30/2021, 18:03:31"
2.214,237.725,0.433,0.235,234.654,23.465,1,1,"04/30/2021, 18:03:32"
2.215,237.771,0.433,0.235,234.559,23.456,1,1,"04/30/2021, 18:03:33"
2.215,237.822,0.433,0.235,234.625,23.462,1,1,"04/30/2021, 18:03:34"
2.215,237.844,0.433,0.235,234.657,23.466,1,1,"04/30/2021, 18:03:35"
2.214,237.818,0.433,0.235,234.666,23.467,1,1,"04/30/2021, 18:03:36"
2.213,237.766,0.434,0.235,234.569,23.457,1,1,"04/30/2021, 18:03:37"
2.212,237.713,0.434,0.235,234.611,23.461,1,1,"04/30/2021, 18:03:38"
2.213,237.674,0.433,0.235,234.629,23.463,1,1,"04/30/2021, 18:03:39"
2.212,237.642,0.433,0.234,234.517,23.452,1,1,"04/30/2021, 18:03:40"
2.211,237.63,0.434,0.235,234.514,23.451,1,1,"04/30/2021, 18:03:41"
2.212,237.644,0.433,0.234,234.463,23.446,1,1,"04/30/2021, 18:03:42"
2.212,237.679,0.434,0.235,234.366,23.437,1,1,"04/30/2021, 18:03:43"
2.212,237.715,0.433,0.234,234.446,23.445,1,1,"04/30/2021, 18:03:44"
2.213,237.747,0.434,0.234,234.457,23.446,1,1,"04/30/2021, 18:03:45"
2.213,237.751,0.434,0.235,234.438,23.444,1,1,"04/30/2021, 18:03:46"
2.213,237.745,0.434,0.235,234.526,23.453,1,1,"04/30/2021, 18:03:47"
2.214,237.715,0.434,0.235,234.598,23.46,1,1,"04/30/2021, 18:03:48"
2.213,237.672,0.434,0.235,234.635,23.463,1,1,"04/30/2021, 18:03:49"
2.214,237.628,0.433,0.234,234.485,23.449,1,1,"04/30/2021, 18:03:50"
2.214,237.579,0.433,0.234,234.526,23.453,1,1,"04/30/2021, 18:03:51"
2.214,237.535,0.433,0.234,234.433,23.443,1,1,"04/30/2021, 18:03:52"
2.212,237.493,0.433,0.234,234.32,23.432,1,1,"04/30/2021, 18:03:53"
2.21,237.451,0.433,0.234,234.229,23.423,1,1,"04/30/2021, 18:03:54"
2.211,237.424,0.433,0.234,234.154,23.415,1,1,"04/30/2021, 18:03:55"
2.211,237.395,0.433,0.234,234.219,23.422,1,1,"04/30/2021, 18:03:56"
2.212,237.375,0.434,0.234,234.286,23.429,1,1,"04/30/2021, 18:03:57"
2.212,237.366,0.433,0.234,234.4,23.44,1,1,"04/30/2021, 18:03:58"
2.212,237.36,0.433,0.234,234.43,23.443,1,1,"04/30/2021, 18:03:59"
2.213,237.367,0.433,0.234,234.443,23.444,1,1,"04/30/2021, 18:04:00"
2.212,237.376,0.433,0.234,234.405,23.441,1,1,"04/30/2021, 18:04:01"
2.213,237.38,0.433,0.234,234.424,23.442,1,1,"04/30/2021, 18:04:02"
2.213,237.383,0.434,0.235,234.453,23.445,1,1,"04/30/2021, 18:04:03"
2.212,237.394,0.434,0.235,234.494,23.449,1,1,"04/30/2021, 18:04:04"
2.211,237.394,0.434,0.234,234.551,23.455,1,1,"04/30/2021, 18:04:05"
2.211,237.394,0.434,0.235,234.438,23.444,1,1,"04/30/2021, 18:04:06"
2.212,237.392,0.433,0.234,234.505,23.45,1,1,"04/30/2021, 18:04:07"
2.213,237.401,0.433,0.235,234.541,23.454,1,1,"04/30/2021, 18:04:08"
2.213,237.422,0.434,0.235,234.63,23.463,1,1,"04/30/2021, 18:04:09"
2.213,237.433,0.434,0.235,234.699,23.47,1,1,"04/30/2021, 18:04:10"
2.213,237.444,0.433,0.235,234.699,23.47,1,1,"04/30/2021, 18:04:11"
2.213,237.454,0.434,0.235,234.7,23.47,1,1,"04/30/2021, 18:04:12"
2.213,237.464,0.434,0.235,234.636,23.464,1,1,"04/30/2021, 18:04:13"
2.213,237.481,0.433,0.235,234.666,23.467,1,1,"04/30/2021, 18:04:14"
2.215,237.496,0.433,0.235,234.532,23.453,1,1,"04/30/2021, 18:04:15"
2.216,237.535,0.433,0.235,234.603,23.46,1,1,"04/30/2021, 18:04:16"
